"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,0003,國立臺灣大學,09111137,牙醫學系,D 日,B 學士,218,17,36,30 臺北市,1 一般
112,0003,國立臺灣大學,09111138,臨床牙醫學研究所,D 日,D 博士,19,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,09111138,臨床牙醫學研究所,D 日,M 碩士,56,8,19,30 臺北市,1 一般
112,0003,國立臺灣大學,09111138,臨床牙醫學研究所,N 職,M 碩士,13,0,2,30 臺北市,1 一般
112,0003,國立臺灣大學,09111139,口腔生物科學研究所,D 日,D 博士,13,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09111139,口腔生物科學研究所,D 日,M 碩士,30,7,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09121048,微生物學研究所,D 日,D 博士,16,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,09121048,微生物學研究所,D 日,M 碩士,71,13,33,30 臺北市,1 一般
112,0003,國立臺灣大學,09121107,醫學系,D 日,B 學士,902,149,152,30 臺北市,1 一般
112,0003,國立臺灣大學,09121108,臨床醫學研究所,D 日,D 博士,132,8,11,30 臺北市,1 一般
112,0003,國立臺灣大學,09121108,臨床醫學研究所,N 職,M 碩士,72,0,35,30 臺北市,1 一般
112,0003,國立臺灣大學,09121109,分子醫學研究所,D 日,D 博士,15,0,6,30 臺北市,1 一般
112,0003,國立臺灣大學,09121109,分子醫學研究所,D 日,M 碩士,32,7,17,30 臺北市,1 一般
112,0003,國立臺灣大學,09121109,分子醫學研究所,N 職,M 碩士,28,0,10,30 臺北市,1 一般
112,0003,國立臺灣大學,09121110,免疫學研究所,D 日,D 博士,11,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,09121110,免疫學研究所,D 日,M 碩士,25,7,12,30 臺北市,1 一般
112,0003,國立臺灣大學,09121111,生理學研究所,D 日,D 博士,18,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,09121111,生理學研究所,D 日,M 碩士,39,10,17,30 臺北市,1 一般
112,0003,國立臺灣大學,09121112,病理學研究所,D 日,D 博士,9,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,09121112,病理學研究所,D 日,M 碩士,11,11,4,30 臺北市,1 一般
112,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,D 日,D 博士,21,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,D 日,M 碩士,23,13,9,30 臺北市,1 一般
112,0003,國立臺灣大學,09121118,腫瘤醫學研究所,D 日,D 博士,17,9,1,30 臺北市,1 一般
112,0003,國立臺灣大學,09121119,轉譯醫學博士學位學程,D 日,D 博士,5,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,D 日,D 博士,15,0,2,30 臺北市,1 一般
112,0003,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,D 日,M 碩士,21,7,6,30 臺北市,1 一般
112,0003,國立臺灣大學,09121121,醫學教育暨生醫倫理研究所,D 日,M 碩士,16,8,2,30 臺北市,1 一般
112,0003,國立臺灣大學,09121130,藥理學研究所,D 日,D 博士,28,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121130,藥理學研究所,D 日,M 碩士,41,10,19,30 臺北市,1 一般
112,0003,國立臺灣大學,09121140,法醫學研究所,D 日,M 碩士,23,5,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09121142,腦與心智科學研究所,D 日,M 碩士,34,5,11,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,護理學系,D 日,D 博士,50,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,護理學系,D 日,M 碩士,96,0,23,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,護理學系,D 日,B 學士,251,28,54,30 臺北市,1 一般
112,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,D 博士,16,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,M 碩士,52,0,28,30 臺北市,1 一般
112,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,B 學士,148,18,38,30 臺北市,1 一般
112,0003,國立臺灣大學,09141143,醫療器材與醫學影像研究所,D 日,D 博士,4,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09141143,醫療器材與醫學影像研究所,D 日,M 碩士,19,7,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09151132,物理治療學系,D 日,D 博士,18,0,1,30 臺北市,1 一般
112,0003,國立臺灣大學,09151132,物理治療學系,D 日,M 碩士,36,0,12,30 臺北市,1 一般
112,0003,國立臺灣大學,09151132,物理治療學系,D 日,B 學士,207,15,46,30 臺北市,1 一般
112,0003,國立臺灣大學,09152133,職能治療學系,D 日,D 博士,17,0,2,30 臺北市,1 一般
112,0003,國立臺灣大學,09152133,職能治療學系,D 日,M 碩士,31,0,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09152133,職能治療學系,D 日,B 學士,145,13,36,30 臺北市,1 一般
112,0003,國立臺灣大學,09161129,藥學系,D 日,D 博士,19,0,2,30 臺北市,1 一般
112,0003,國立臺灣大學,09161129,藥學系,D 日,M 碩士,49,0,21,30 臺北市,1 一般
112,0003,國立臺灣大學,09161129,藥學系,D 日,B 學士,283,15,45,30 臺北市,1 一般
112,0003,國立臺灣大學,09161131,臨床藥學研究所,D 日,D 博士,9,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09161131,臨床藥學研究所,D 日,M 碩士,16,7,8,30 臺北市,1 一般
112,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,D 日,M 碩士,82,0,14,30 臺北市,1 一般
112,0003,國立臺灣大學,09191122,公共衛生學系,D 日,B 學士,161,12,36,30 臺北市,1 一般
112,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,D 日,D 博士,65,0,12,30 臺北市,1 一般
112,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,D 日,M 碩士,70,11,37,30 臺北市,1 一般
112,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,N 職,M 碩士,13,0,7,30 臺北市,1 一般
112,0003,國立臺灣大學,09191127,健康政策與管理研究所,D 日,D 博士,59,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,09191127,健康政策與管理研究所,D 日,M 碩士,47,10,26,30 臺北市,1 一般
112,0003,國立臺灣大學,09191127,健康政策與管理研究所高階經營碩士在職專班,N 職,M 碩士,55,0,8,30 臺北市,1 一般
112,0003,國立臺灣大學,09191128,健康行為與社區科學研究所,D 日,M 碩士,33,6,8,30 臺北市,1 一般
112,0003,國立臺灣大學,09191157,食品安全與健康研究所,D 日,M 碩士,33,5,15,30 臺北市,1 一般
112,0003,國立臺灣大學,09191162,環境與職業健康科學研究所,D 日,D 博士,41,0,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09191162,環境與職業健康科學研究所,D 日,M 碩士,79,11,28,30 臺北市,1 一般
112,0003,國立臺灣大學,09191163,全球衛生博士學位學程,D 日,D 博士,6,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09191163,全球衛生碩士學位學程,D 日,M 碩士,17,5,11,30 臺北市,1 一般
112,0003,國立臺灣大學,09199141,毒理學研究所,D 日,D 博士,22,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09199141,毒理學研究所,D 日,M 碩士,20,7,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,D 日,M 碩士,8,1,4,30 臺北市,1 一般
112,0003,國立臺灣大學,09199170,智慧醫療與健康資訊碩士學位學程,D 日,M 碩士,15,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09231144,社會工作學系,D 日,D 博士,23,0,4,30 臺北市,1 一般
112,0003,國立臺灣大學,09231144,社會工作學系,D 日,M 碩士,62,0,13,30 臺北市,1 一般
112,0003,國立臺灣大學,09231144,社會工作學系,D 日,B 學士,227,16,36,30 臺北市,1 一般
112,0003,國立臺灣大學,10152145,運動設施與健康管理碩士學位學程,D 日,M 碩士,39,1,13,30 臺北市,1 一般
112,0003,國立臺灣大學,10152171,國際體育運動事務學士學位學程,D 日,B 學士,24,2,0,30 臺北市,1 一般
112,0003,國立臺灣大學,99999172,創新領域學士學位學程,D 日,B 學士,17,4,0,30 臺北市,1 一般
112,0003,國立臺灣大學,99999Z01,通識及共同科目,D 日,,0,44,0,30 臺北市,1 一般
112,0003,國立臺灣大學,99999Z99,其他(包括行政助教),D 日,,0,1,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01111001,教育學系,D 日,D 博士,72,0,8,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01111001,教育學系,D 日,M 碩士,80,0,17,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01111001,教育學系碩士在職專班,N 職,M 碩士,118,0,28,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01111001,教育學系,D 日,B 學士,273,19,68,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01111088,科學—科技—工程—數學整合教育國際博士學位學程,D 日,D 博士,3,2,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01113018,特殊教育學系,D 日,D 博士,40,0,1,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01113018,特殊教育學系,D 日,M 碩士,54,0,17,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01113018,特殊教育學系,N 職,M 碩士,91,0,14,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01113018,特殊教育學系,D 日,B 學士,170,15,39,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01114019,教育政策與行政研究所,D 日,M 碩士,46,5,11,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01115002,課程與教學研究所,D 日,D 博士,41,0,4,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01115002,課程與教學研究所,D 日,M 碩士,36,7,15,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01115006,科學教育研究所,D 日,D 博士,28,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01115006,科學教育研究所,D 日,M 碩士,62,12,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01116014,資訊教育研究所,D 日,D 博士,20,0,1,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01116014,資訊教育研究所,D 日,M 碩士,63,7,24,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01116079,學習科學學士學位學程,D 日,B 學士,70,8,16,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01118010,工業教育學系,D 日,M 碩士,84,0,28,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,D 日,D 博士,47,0,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,D 日,M 碩士,64,0,23,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,N 職,M 碩士,58,0,16,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,D 日,B 學士,368,18,83,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131009,社會教育學系,D 日,D 博士,33,0,2,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131009,社會教育學系,D 日,M 碩士,83,0,15,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131009,社會教育學系社會教育與文化行政碩士在職專班,N 職,M 碩士,55,0,12,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131009,社會教育學系,D 日,B 學士,225,10,53,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,D 日,M 碩士,67,0,19,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,D 日,B 學士,174,15,34,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,D 日,D 博士,0,0,5,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,D 日,M 碩士,0,0,19,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141007,人類發展與家庭學系幼兒教育碩士在職專班,N 職,M 碩士,0,0,1,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,D 日,B 學士,0,0,44,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141010,工業教育學系,D 日,D 博士,33,0,6,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141010,工業教育學系,N 職,M 碩士,122,0,26,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141010,工業教育學系,D 日,B 學士,120,9,34,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141013,環境教育研究所,D 日,D 博士,0,0,6,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141013,環境教育研究所,D 日,M 碩士,0,0,14,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,D 日,D 博士,59,0,6,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系健康促進與衛生教育碩士在職專班,N 職,M 碩士,110,0,17,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141087,體育與運動科學系,D 日,D 博士,119,0,18,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141087,體育與運動科學系,D 日,M 碩士,156,0,40,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141087,體育與運動科學系,N 職,M 碩士,58,0,3,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141087,體育與運動科學系,D 日,B 學士,253,32,57,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141090,幼兒與家庭科學學系,D 日,D 博士,29,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141090,幼兒與家庭科學學系,D 日,M 碩士,73,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141090,幼兒與家庭科學學系幼兒教育碩士在職專班,N 職,M 碩士,1,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141090,幼兒與家庭科學學系,D 日,B 學士,316,12,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141091,永續管理與環境教育研究所,D 日,D 博士,20,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01141091,永續管理與環境教育研究所,D 日,M 碩士,50,6,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199021,教育學院創造力發展碩士在職專班,N 職,M 碩士,112,0,20,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199021,教育學院學士班,D 日,B 學士,44,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,D 博士,45,0,4,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,M 碩士,89,0,23,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系人力資源發展碩士在職專班,N 職,M 碩士,92,0,22,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,B 學士,247,14,58,30 臺北市,1 一般
112,0004,國立臺灣師範大學,01199Y03,教育學院,D 日,,0,1,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02112037,設計學系,D 日,D 博士,36,0,3,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02112037,設計學系,D 日,M 碩士,82,0,12,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02112037,設計學系設計創作碩士在職專班,N 職,M 碩士,75,0,29,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02112037,設計學系,D 日,B 學士,166,14,29,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02131023,美術學系,D 日,D 博士,98,0,12,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02131023,美術學系,D 日,M 碩士,120,0,32,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02131023,美術學系美術創作碩士在職專班,N 職,M 碩士,174,0,17,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02131023,美術學系,D 日,B 學士,201,17,37,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02151024,音樂學系,D 日,D 博士,32,0,2,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02151024,音樂學系,D 日,M 碩士,137,0,30,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02151024,音樂學系,N 職,M 碩士,193,0,42,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02151024,音樂學系,D 日,B 學士,255,26,55,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02151025,民族音樂研究所,D 日,M 碩士,53,4,8,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02152027,表演藝術研究所,D 日,M 碩士,93,0,21,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,D 日,B 學士,96,9,21,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02191026,藝術史研究所,D 日,M 碩士,60,5,8,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02221035,歷史學系,D 日,D 博士,17,0,4,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02221035,歷史學系,D 日,M 碩士,88,0,12,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02221035,歷史學系歷史教學碩士在職專班,N 職,M 碩士,0,0,1,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02221035,歷史學系,D 日,B 學士,237,19,58,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02221036,臺灣史研究所,D 日,M 碩士,50,6,15,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,D 日,M 碩士,47,6,11,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02299Y15,文學院,D 日,,0,1,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02311033,英語學系,D 日,D 博士,40,0,7,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02311033,英語學系,D 日,M 碩士,172,0,37,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02311033,英語學系英語教學碩士在職專班,N 職,M 碩士,41,0,5,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02311033,英語學系,D 日,B 學士,338,49,75,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02312034,翻譯研究所,D 日,D 博士,35,0,5,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02312034,翻譯研究所,D 日,M 碩士,87,7,21,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02312034,翻譯研究所軍事口譯碩士在職專班,N 職,M 碩士,11,0,5,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02313005,華語文教學系,D 日,D 博士,63,0,6,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02313005,華語文教學系,D 日,M 碩士,213,0,39,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02313005,華語文教學系海外華語師資數位碩士在職專班,N 職,M 碩士,75,0,18,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02313005,華語文教學系,D 日,B 學士,410,26,90,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02321028,臺灣語文學系,D 日,D 博士,32,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02321028,臺灣語文學系,D 日,M 碩士,60,0,8,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02321028,臺灣語文學系,D 日,B 學士,96,13,27,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02322029,國文學系,D 日,D 博士,50,0,7,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02322029,國文學系,D 日,M 碩士,94,0,17,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02322029,國文學系,N 職,M 碩士,92,0,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,02322029,國文學系,D 日,B 學士,438,43,91,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03121039,政治學研究所,D 日,,0,4,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03121039,政治學研究所,D 日,D 博士,1,0,2,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03122042,東亞學系國家安全與國際事務研究碩士在職專班,N 職,M 碩士,25,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,D 博士,69,0,9,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,M 碩士,128,0,30,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,N 職,M 碩士,76,1,12,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,B 學士,190,24,45,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03131089,成癮防制碩士在職學位學程,N 職,M 碩士,40,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03142041,地理學系,D 日,D 博士,25,0,3,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03142041,地理學系,D 日,M 碩士,66,0,18,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03142041,地理學系地理碩士在職專班,N 職,M 碩士,70,0,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03142041,地理學系,D 日,B 學士,337,27,68,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03143042,東亞學系,D 日,D 博士,22,0,3,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03143042,東亞學系,D 日,M 碩士,81,0,9,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03143042,東亞學系,D 日,B 學士,241,14,42,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03199070,復健諮商研究所,D 日,M 碩士,30,5,4,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03211048,大眾傳播研究所,D 日,M 碩士,96,6,12,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03214050,圖文傳播學系,D 日,M 碩士,69,0,20,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03214050,圖文傳播學系,N 職,M 碩士,101,0,23,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03214050,圖文傳播學系,D 日,B 學士,198,8,41,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,D 日,D 博士,12,0,1,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,D 日,M 碩士,48,6,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,03222049,圖書資訊學研究所圖書資訊學碩士在職專班,N 職,M 碩士,94,0,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,D 日,M 碩士,62,6,31,30 臺北市,1 一般
112,0004,國立臺灣師範大學,04131051,企業管理學系,D 日,B 學士,246,7,55,30 臺北市,1 一般
112,0004,國立臺灣師範大學,04131052,管理研究所,D 日,M 碩士,87,7,44,30 臺北市,1 一般
112,0004,國立臺灣師範大學,04131055,管理學院高階經理人企業管理碩士在職專班,N 職,M 碩士,165,2,75,30 臺北市,1 一般
112,0004,國立臺灣師範大學,04131082,運動與休閒學院樂活產業高階經理人企業管理碩士在職專班,N 職,M 碩士,70,2,31,30 臺北市,1 一般
112,0004,國立臺灣師範大學,04191054,國際人力資源發展研究所,D 日,M 碩士,64,5,24,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05111056,生命科學系,D 日,D 博士,22,0,3,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05111056,生命科學系,D 日,M 碩士,91,0,29,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05111056,生命科學系,D 日,B 學士,238,28,59,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,D 日,D 博士,24,0,7,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05121084,生技醫藥產業碩士學位學程,D 日,M 碩士,17,2,3,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05191083,營養科學碩士學位學程,D 日,M 碩士,26,0,8,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05191083,營養科學學士學位學程,D 日,B 學士,144,8,29,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05311059,化學系,D 日,D 博士,27,0,2,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05311059,化學系,D 日,M 碩士,185,0,81,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05311059,化學系,D 日,B 學士,321,27,68,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05321060,地球科學系,D 日,D 博士,18,0,4,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05321060,地球科學系,D 日,M 碩士,62,0,17,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05321060,地球科學系,D 日,B 學士,162,16,37,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05323069,海洋環境科技研究所,D 日,,0,5,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05331061,物理學系,D 日,D 博士,23,0,7,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05331061,物理學系,D 日,M 碩士,82,0,28,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05331061,物理學系,D 日,B 學士,289,30,57,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05411062,數學系,D 日,D 博士,15,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05411062,數學系,D 日,M 碩士,79,0,22,30 臺北市,1 一般
112,0004,國立臺灣師範大學,05411062,數學系,D 日,B 學士,394,33,81,30 臺北市,1 一般
112,0004,國立臺灣師範大學,06131065,資訊工程學系,D 日,D 博士,14,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,06131065,資訊工程學系,D 日,M 碩士,192,0,58,30 臺北市,1 一般
112,0004,國立臺灣師範大學,06131065,資訊工程學系,D 日,B 學士,252,19,53,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07141063,電機工程學系,D 日,D 博士,15,0,4,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07141063,電機工程學系,D 日,M 碩士,150,0,45,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07141063,電機工程學系,D 日,B 學士,234,16,40,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07141080,光電工程研究所,D 日,D 博士,15,0,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07141080,光電工程研究所,D 日,M 碩士,58,0,23,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07141080,光電工程學士學位學程,D 日,B 學士,88,6,13,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07151068,機電工程學系,D 日,D 博士,13,0,2,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07151068,機電工程學系,D 日,M 碩士,75,0,15,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07151068,機電工程學系,D 日,B 學士,301,13,41,30 臺北市,1 一般
112,0004,國立臺灣師範大學,07161081,車輛與能源工程學士學位學程,D 日,B 學士,100,7,25,30 臺北市,1 一般
112,0004,國立臺灣師範大學,09231071,社會工作學研究所,D 日,M 碩士,93,7,11,30 臺北市,1 一般
112,0004,國立臺灣師範大學,10141074,運動競技學系,D 日,M 碩士,81,0,24,30 臺北市,1 一般
112,0004,國立臺灣師範大學,10141074,運動競技學系,D 日,B 學士,271,18,53,30 臺北市,1 一般
112,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,D 日,D 博士,30,0,2,30 臺北市,1 一般
112,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,D 日,M 碩士,99,11,35,30 臺北市,1 一般
112,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所運動休閒與餐旅管理碩士在職專班,N 職,M 碩士,72,0,18,30 臺北市,1 一般
112,0004,國立臺灣師範大學,99999078,管理學院國際時尚高階管理碩士在職專班,N 職,M 碩士,81,2,33,30 臺北市,1 一般
112,0004,國立臺灣師範大學,99999Y43,師資培育學院,D 日,,0,10,0,30 臺北市,1 一般
112,0004,國立臺灣師範大學,99999Z07,體育室,D 日,,0,3,0,30 臺北市,1 一般
